ID,Genus,Gender,Species,State,County,Refuge,Division,Sample Site,Habitat,Date Sampled,Collector,Month,Date
1220,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 2,NA,Jul, 2
1221,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 2,NA,Jul, 2
1222,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1223,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1224,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1225,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1226,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1227,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1228,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1229,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1230,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1231,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1232,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1233,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1234,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1235,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1236,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1237,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1238,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1239,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1240,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1241,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1242,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1243,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1244,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1245,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1246,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1247,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1248,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1249,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1250,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1251,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Aug. 20,NA,Aug, 20
1252,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Aug. 20,NA,Aug, 20
1253,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1254,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1255,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1256,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Aug. 20,NA,Aug, 20
1257,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Aug. 20,NA,Aug, 20
1258,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Aug. 20,NA,Aug, 20
1259,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Aug. 20,NA,Aug, 20
1260,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1261,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1262,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1263,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1264,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1265,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1266,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1267,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1268,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1269,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1270,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1271,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1272,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1273,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1274,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Forest,Jul. 2,NA,Jul, 2
1275,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 2,NA,Jul, 2
1276,Lasioglossum,Female,tegulare,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 2,NA,Jul, 2
1277,Lasioglossum,Female,tegulare,Missouri,Lafayette,Big Muddy,NA,NA,Field,May. 22,W. Watkins,May, 22
1278,Lasioglossum,Female,tegulare,Missouri,Lafayette,Big Muddy,NA,NA,Field,Jul. 2,NA,Jul, 2
1279,Lasioglossum,Female,tegulare,Missouri,Lafayette,Big Muddy,NA,NA,Field,Jul. 2,NA,Jul, 2
1280,Lasioglossum,Female,truncatum,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 2,NA,Jul, 2
1281,Lasioglossum,Female,truncatum,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 2,NA,Jul, 2
1282,Lasioglossum,Female,truncatum,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 2,NA,Jul, 2
1283,Lasioglossum,Female,truncatum,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 2,NA,Jul, 2
1284,Lasioglossum,Female,zephyrum,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1285,Lasioglossum,Female,zephyrum,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1286,Lasioglossum,Female,zephyrum,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1287,Lasioglossum,Female,zephyrum,Missouri,Ray,Big Muddy,NA,JAB,Field,May. 22,NA,May, 22
1288,Lasioglossum,Female,zephyrum,Missouri,Lafayette,Big Muddy,NA,NA,Field,Jul. 2,NA,Jul, 2
1289,Lasioglossum,Female,zephyrum,Missouri,Lafayette,Big Muddy,NA,NA,Field,Jul. 17,NA,Jul, 17
1290,Megachile,Female,brevis,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 26,NA,Sept, 26
1291,Megachile,Female,brevis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1292,Megachile,Female,brevis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1293,Megachile,Female,brevis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1294,Megachile,Female,brevis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1295,Megachile,Female,brevis,Missouri,Ray,Big Muddy,NA,BB,Field,Jun. 20,NA,Jun, 20
1296,Megachile,Male,brevis,Missouri,Ray,Big Muddy,NA,BB,Field,Jun. 20,NA,Jun, 20
1297,Megachile,Male,brevis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 26,NA,Sept, 26
1298,Megachile,Male,brevis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 26,NA,Sept, 26
1299,Megachile,Male,brevis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 26,NA,Sept, 26
1300,Megachile,Male,brevis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 26,NA,Sept, 26
1301,Megachile,Female,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Jun. 20,NA,Jun, 20
1302,Megachile,Female,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Jun. 20,NA,Jun, 20
1303,Megachile,Female,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1304,Megachile,Female,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1305,Megachile,Female,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1306,Megachile,Female,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1307,Megachile,Female,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1308,Megachile,Female,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Aug. 20,NA,Aug, 20
1309,Megachile,Male,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Jun. 20,NA,Jun, 20
1310,Megachile,Male,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Aug. 20,NA,Aug, 20
1311,Megachile,Male,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Sept. 26,NA,Sept, 26
1312,Megachile,Male,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Sept. 26,NA,Sept, 26
1313,Megachile,Male,brevis,Missouri,Ray,Big Muddy,NA,JAB,Field,Sept. 26,NA,Sept, 26
1314,Megachile,Female,brevis,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jun. 12,NA,Jun, 12
1315,Megachile,Female,brevis,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 2,NA,Jul, 2
1316,Megachile,Female,brevis,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1317,Megachile,Female,brevis,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1318,Megachile,Female,brevis,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1319,Megachile,Female,brevis,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1320,Megachile,Female,brevis,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1321,Megachile,Female,brevis,Missouri,Ray,Big Muddy,NA,NA,Field,Jun. 12,NA,Jun, 12
1322,Megachile,Male,brevis,Missouri,Lafayette,Big Muddy,NA,NA,Field,Jun. 12,NA,Jun, 12
1323,Megachile,Male,brevis,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jun. 12,NA,Jun, 12
1324,Megachile,Male,mendica,Missouri,Lafayette,Big Muddy,NA,BB,Field,Jun. 12,NA,Jun, 12
1325,Megachile,Male,mendica,Missouri,Ray,Big Muddy,NA,BB,Field,Jun. 20,NA,Jun, 20
1326,Megachile,Male,mendica,Missouri,Ray,Big Muddy,NA,BB,Field,Jun. 20,NA,Jun, 20
1327,Megachile,Male,mendica,Missouri,Ray,Big Muddy,NA,BB,Field,Jun. 20,NA,Jun, 20
1328,Megachile,Male,mendica,Missouri,Ray,Big Muddy,NA,JAB,Field,Jun. 20,NA,Jun, 20
1329,Megachile,Male,mendica,Missouri,Ray,Big Muddy,NA,JAB,Field,Jun. 20,NA,Jun, 20
1330,Megachile,Male,mendica,Missouri,Ray,Big Muddy,NA,JAB,Field,Jun. 20,NA,Jun, 20
1331,Megachile,Male,mendica,Missouri,Ray,Big Muddy,NA,JAB,Field,Jun. 20,NA,Jun, 20
1332,Megachile,Female,mendica,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1333,Megachile,Male,mendica,Missouri,Lafayette,Big Muddy,NA,NA,Field,Jun. 12,NA,Jun, 12
1334,Megachile,Male,mendica,Missouri,Lafayette,Big Muddy,NA,NA,Field,Jun. 12,NA,Jun, 12
1335,Megachile,Male,mendica,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1336,Megachile,Male,mendica,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1337,Megachile,Male,mendica,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1338,Megachile,Male,mendica,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1339,Megachile,Male,mendica,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1340,Megachile,Female,montivaga,Missouri,Lafayette,Big Muddy,NA,NA,Field,May. 29,NA,May, 29
1341,Megachile,Female,montivaga,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1342,Megachile,Male,petulans,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1343,Megachile,Male,petulans,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1344,Megachile,Male,petulans,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1345,Megachile,Male,petulans,Missouri,Lafayette,Big Muddy,NA,NA,Field,Sept. 19,NA,Sept, 19
1346,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 26,NA,Sept, 26
1347,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 26,NA,Sept, 26
1348,Melissodes,Male,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1349,Melissodes,Male,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1350,Melissodes,Male,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1351,Melissodes,Male,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 26,NA,Sept, 26
1352,Melissodes,Male,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1353,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1354,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1355,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1356,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 6,NA,Sept, 6
1357,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 6,NA,Sept, 6
1358,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 6,NA,Sept, 6
1359,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 6,NA,Sept, 6
1360,Melissodes,Male,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1361,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 26,NA,Sept, 26
1362,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 26,NA,Sept, 26
1363,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 26,NA,Sept, 26
1364,Melissodes,Female,agilis,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 26,NA,Sept, 26
1365,Melissodes,Male,agilis,Missouri,Ray,Big Muddy,NA,JAB,Field,Aug. 20,NA,Aug, 20
1366,Melissodes,Female,agilis,Missouri,Ray,Big Muddy,NA,JAB,Forest,Sept. 13,NA,Sept, 13
1367,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 7,NA,Aug, 7
1368,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 7,NA,Aug, 7
1369,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 7,NA,Aug, 7
1370,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 7,NA,Aug, 7
1371,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1372,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1373,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1374,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1375,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1376,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1377,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1378,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1379,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1380,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1381,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 6,NA,Sept, 6
1382,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 6,NA,Sept, 6
1383,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 6,NA,Sept, 6
1384,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 6,NA,Sept, 6
1385,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 6,NA,Sept, 6
1386,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 13,NA,Sept, 13
1387,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 26,NA,Sept, 26
1388,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1389,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1390,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1391,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1392,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1393,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Aug. 20,NA,Aug, 20
1394,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 6,NA,Sept, 6
1395,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,Sept. 6,NA,Sept, 6
1396,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1397,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1398,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1399,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1400,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1401,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1402,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1403,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1404,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1405,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1406,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1407,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1408,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 20,NA,Aug, 20
1409,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 6,NA,Sept, 6
1410,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 6,NA,Sept, 6
1411,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1412,Melissodes,Female,bimaculatus,Missouri,Ray,Big Muddy,NA,JAB,Forest,Aug. 20,NA,Aug, 20
1413,Melissodes,Female,bimaculatus,Missouri,Ray,Big Muddy,NA,JAB,Forest,Aug. 20,NA,Aug, 20
1414,Melissodes,Female,bimaculatus,Missouri,Ray,Big Muddy,NA,JAB,Forest,Aug. 20,NA,Aug, 20
1415,Melissodes,Male,bimaculatus,Missouri,Ray,Big Muddy,NA,JAB,Forest,Aug. 20,NA,Aug, 20
1416,Melissodes,Male,bimaculatus,Missouri,Ray,Big Muddy,NA,JAB,Forest,Aug. 20,NA,Aug, 20
1417,Melissodes,Female,bimaculatus,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1418,Melissodes,Female,bimaculatus,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1419,Melissodes,Female,bimaculatus,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1420,Melissodes,Female,bimaculatus,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1421,Melissodes,Female,bimaculatus,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1422,Melissodes,Female,bimaculatus,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1423,Melissodes,Female,bimaculatus,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
1424,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 17,NA,Jul, 17
1425,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 17,NA,Jul, 17
1426,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 17,NA,Jul, 17
1427,Melissodes,Female,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 17,NA,Jul, 17
1428,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 17,NA,Jul, 17
1429,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 17,NA,Jul, 17
1430,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 17,NA,Jul, 17
1431,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 17,NA,Jul, 17
1432,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 17,NA,Jul, 17
1433,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Jul. 17,NA,Jul, 17
1434,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,Aug. 7,NA,Aug, 7
1435,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Field,Jul. 17,NA,Jul, 17
1436,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Field,Jul. 17,NA,Jul, 17
1437,Melissodes,Male,bimaculatus,Missouri,Lafayette,Big Muddy,NA,NA,Field,Jul. 17,NA,Jul, 17
1438,Melissodes,Female,boltoniae,Missouri,Lafayette,Big Muddy,NA,BB,Field,Sept. 19,NA,Sept, 19
1439,Melissodes,Female,communis,Missouri,Ray,Big Muddy,NA,BB,Field,Jun. 20,W. Watkins,Jun, 20
1440,Melissodes,Female,communis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1441,Melissodes,Female,communis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1442,Melissodes,Female,communis,Missouri,Lafayette,Big Muddy,NA,BB,Field,Aug. 7,NA,Aug, 7
1443,Melissodes,Female,communis,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 2,NA,Jul, 2
1444,Melissodes,Female,communis,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 2,NA,Jul, 2
1445,Melissodes,Female,communis,Missouri,Ray,Big Muddy,NA,JAB,Field,Jul. 17,NA,Jul, 17
