Genus,Species,Gender,State,County,Refuge,Division,Sample Site,Coordinates,Habitat,Date Sampled,Collector,Notes,X14,X15,X16,X17,X18,X19,X20
Eucera,Eucera hamata,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,early successional field,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Eucera,Eucera hamata,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,early successional field,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Eucera,Eucera hamata,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,early successional field,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Eucera,Eucera hamata,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,early successional field,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Eucera,Eucera hamata,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,early successional field,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Eucera,Eucera hamata,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,early successional field,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Eucera,Eucera hamata,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,early successional field,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Eucera,Eucera hamata,Male,Missouri,Stoddard,Mingo,N/A,N/A,N/A,early successional field,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Eucera,Eucera hamata,Male,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Eucera,Eucera hamata,Female,Missouri,Stoddard,Mingo,N/A,N/A,37.00392 90.12683,N/A,Jun. 27,A. Weyers,NA,NA,NA,NA,NA,NA,NA,NA
Eucera,Eucera hamata,Female,Missouri,Stoddard,Mingo,N/A,N/A,37.00392 90.12683,N/A,Jun. 27,A. Weyers,NA,NA,NA,NA,NA,NA,NA,NA
Eucera,Eucera hamata,Female,Missouri,Stoddard,Mingo,N/A,N/A,37.00392 90.12683,N/A,Jun. 27,A. Weyers,NA,NA,NA,NA,NA,NA,NA,NA
Florilegus,Florilegus condignus,Female,Missouri,Stoddard,Mingo,N/A,Rock house,37.04282 90.15679,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Halictus,Halictus ligatus,Female,Missouri,Stoddard,Mingo,N/A,Company farm,N/A,Field,Jul. 11-12,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Halictus,Halictus ligatus,Female,Missouri,Stoddard,Mingo,N/A,Company farm,N/A,Field,Jul. 11-12,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Halictus,Halictus ligatus,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS Unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Halictus,Halictus ligatus,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS Unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Halictus,Halictus ligatus,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS Unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Halictus,Halictus ligatus,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS Unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Halictus,Halictus ligatus,Male,Missouri,Stoddard,Mingo,MS4,N/A,37.00392 90.12683,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Halictus,Halictus ligatus,Male,Missouri,Stoddard,Mingo,MS4,N/A,37.00392 90.12683,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Halictus,Halictus ligatus,Female,Missouri,Stoddard,Mingo,MS4,N/A,37.00392 90.12683,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Halictus,Halictus ligatus,Female,Missouri,Stoddard,Mingo,MS4,N/A,37.00392 90.12683,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Halictus,Halictus ligatus,Female,Missouri,Stoddard,Mingo,N/A,N/A,37.00392 90.12683,N/A,Jun. 27,A. Weyers,NA,NA,NA,NA,NA,NA,NA,NA
Halictus,Halictus ligatus,Female,Missouri,Stoddard,Mingo,Rockhouse,N/A,37.04282 90.15679,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Heriades,Heriades variolosa,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Hoplitis,Hoplitis producta,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum bruneri,Female,Missouri,Stoddard,Mingo,N/A,on levee b/w two marshes,N/A,N/A,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,MS4,MS4 moist soil unit,37.00392 90.12683,N/A,Sept. 15,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,on levee b/w two marshes,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,N/A,37.04282 90.15679,N/A,Jun. 27,A. Weyers,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,N/A,N/A,Jul. 11-12,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.04282 90.15679,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.04282 90.15679,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.04282 90.15679,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.04282 90.15679,N/A,Sept. 5,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.04282 90.15679,N/A,Sept. 5,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,Rockhouse Marsh,N 36.99091 W 90.13253,N/A,Jun. 13,E. Shaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Stoddard,Mingo,N/A,Rockhouse Marsh,N 36.99091 W 90.13253,N/A,Jun. 13,E. Shaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum lustrans,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,early successional field,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum nelumbonis,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,early successional field,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum nelumbonis,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.00392 90.12683,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum nelumbonis,Female,Missouri,Stoddard,Mingo,Rockhouse levee,Rockhouse levee,37.04282 90.15679,N/A,Sept. 5,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum tegulare,Female,Missouri,Stoddard,Mingo,N/A,Company farms,N/A,Field,Jul. 11-12,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum tegulare,Female,Missouri,Stoddard,Mingo,N/A,Company farms,N/A,Field,Jul. 11-12,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum tegulare,Female,Missouri,Stoddard,Mingo,N/A,Company farms,N/A,Field,Jul. 11-12,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum tegulare,Female,Missouri,Stoddard,Mingo,N/A,Company farms,N/A,Field,Jul. 11-12,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum tegulare,Female,Missouri,Stoddard,Mingo,N/A,Company farms,N/A,Field,Jul. 11-12,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum tegulare,Female,Missouri,Stoddard,Mingo,N/A,Moist soil unit 4W,N 37.00741 W 90.14954,N/A,Jun. 13,E. Shaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum tegulare,Female,Missouri,Stoddard,Mingo,N/A,Moist soil unit 4W,N 37.00741 W 90.14954,N/A,Jun. 13,E. Shaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum tegulare,Female,Missouri,Stoddard,Mingo,N/A,MS4s field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum tegulare,Female,Missouri,Stoddard,Mingo,N/A,MS4s field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum tegulare,Female,Missouri,Stoddard,Mingo,N/A,MS4s field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum tegulare,Female,Missouri,Stoddard,Mingo,N/A,N/A,N/A,early successional field,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum tegulare,Female,Missouri,Stoddard,Mingo,N/A,Rockhouse Marsh,N 36.99091 W 90.13253,N/A,Jun. 13,E. Shaffer,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum versatum,Female,Missouri,Stoddard,Mingo,N/A,on levee b/w two marshes,N/A,N/A,May. 29-30,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Megachile,Megachile brevis,Female,Missouri,Stoddard,Mingo,N/A,Moist soil unit 4W,N 37.00741 W 90.14954,N/A,Jun. 13,E. Shaffer,NA,NA,NA,NA,NA,NA,NA,NA
Megachile,Megachile brevis,Female,Missouri,Stoddard,Mingo,N/A,Rockhouse Marsh,N 36.99091 W 90.13253,N/A,Jun. 13,E. Shaffer,NA,NA,NA,NA,NA,NA,NA,NA
Melissodes,Melissodes bimaculatus,Female,Missouri,Stoddard,Mingo,MS4,MS4,37.00392 90.12683,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Melissodes,Melissodes bimaculatus,Female,Missouri,Stoddard,Mingo,MS4,MS4,37.00392 90.12683,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Melissodes,Melissodes bimaculatus,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Melissodes,Melissodes bimaculatus,Female,Missouri,Stoddard,Mingo,MS4,MS4 moist soil unit,37.00392 90.12683,N/A,Sept. 15,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Melissodes,Melissodes bimaculatus,Female,Missouri,Stoddard,Mingo,MS4,MS4 moist soil unit,37.00392 90.12683,N/A,Sept. 15,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Melissodes,Melissodes communis,Female,Missouri,Stoddard,Mingo,N/A,Company farms,N/A,Field,Jul. 11-12,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Melissodes,Melissodes comptoides,Female,Missouri,Stoddard,Mingo,N/A,Company farms,N/A,Field,Jul. 11-12,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Melissodes,Melissodes comptoides,Female,Missouri,Stoddard,Mingo,N/A,MS4 moist soil unit,37.00392 90.12683,N/A,Sept. 15,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Melissodes,Melissodes comptoides,Female,Missouri,Stoddard,Mingo,N/A,MS4 moist soil unit,37.00392 90.12683,N/A,Sept. 15,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Melissodes,Melissodes comptoides,Female,Missouri,Stoddard,Mingo,N/A,MS4 moist soil unit,37.00392 90.12683,N/A,Sept. 15,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Melissodes,Melissodes comptoides,Female,Missouri,Stoddard,Mingo,N/A,MS4 moist soil unit,37.00392 90.12683,N/A,Sept. 15,B. Pendley,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4,37.00392 90.12683,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4,37.00392 90.12683,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4,37.00392 90.12683,N/A,Jul. 25,"A. Weyers, A. Meyer",NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Stoddard,Mingo,MS4,MS4 field/MS unit,37.04282 90.15679,N/A,Aug. 15,E. Schaffer,NA,NA,NA,NA,NA,NA,NA,NA
