Genus,Species,Gender,State,County,Refuge,Division,Sample Site,Coordinates,Habitat,Date Sampled,Collector,Notes,X14,X15,X16,X17,X18,X19,X20
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,old field,Jun. 12,W. Watkins,BB Lafayette Co.,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,old field,Jun. 12,W. Watkins,BB Lafayette Co.,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Ray,Big Muddy,N/A,BB,N/A,Old Field,Jun. 20,N/A,BB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon sericeus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon splendens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon splendens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon splendens,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon splendens,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon splendens,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon splendens,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon splendens,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Sept. 13,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 13,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Ray,Big Muddy,N/A,Jackass Bend,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Sept. 19,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon texanus,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 2,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 2,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Aug. 20,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Aug. 20,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Sept. 13,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Sept. 26,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Sept. 26,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Sept. 26,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Sept. 26,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Sept. 26,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,forest,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,forest,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,forest,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Agapostemon,Agapostemon virescens,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena barbilabris,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Ray,Big Muddy,N/A,BB,N/A,forest,Jun. 20,W. Watkins,BB Ray Co.,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Ray,Big Muddy,N/A,BB,N/A,forest,Jun. 20,W. Watkins,BB Ray Co.,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,Forest,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,May. 29,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena cressonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena erigeniae,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena erigeniae,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,"Aberrant: note terga, labrum, clypeus",NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena helianthi,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 6,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena hippotes,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena imitatrix,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena imitatrix,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena imitatrix,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena miserabilis,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena miserabilis,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena miserabilis,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena miserabilis,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena miserabilis,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Ray,Big Muddy,N/A,BB,N/A,Forest,Jun. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,Forest,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena nasonii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena rudbeckia,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena wilmattae,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,old field,Jun. 12,W. Watkins,BB Lafayette Co.,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena wilmattae,Female,Missouri,Ray,Big Muddy,N/A,BB,N/A,forest,Jun. 20,W. Watkins,BB Ray Co.,NA,NA,NA,NA,NA,NA,NA
